vacc_date,Zip,count_given,dose_nbr,protocol
1/22/2021,37218,19,1,two-shot
1/22/2021,37218,12,2,two-shot
1/22/2021,37219,1,2,two-shot
1/22/2021,37220,19,1,two-shot
1/22/2021,37220,18,2,two-shot
1/22/2021,37221,99,1,two-shot
1/22/2021,37221,68,2,two-shot
1/22/2021,37228,7,1,two-shot
1/22/2021,37228,14,2,two-shot
1/22/2021,,41,1,two-shot
1/22/2021,,3,2,two-shot
1/23/2021,37013,120,1,two-shot
1/23/2021,37013,44,2,two-shot
1/23/2021,37027,2,1,two-shot
1/23/2021,37027,1,2,two-shot
1/23/2021,37072,39,1,two-shot
1/23/2021,37072,11,2,two-shot
1/23/2021,37076,96,1,two-shot
1/23/2021,37076,29,2,two-shot
1/23/2021,37080,8,1,two-shot
1/23/2021,37080,4,2,two-shot
1/23/2021,37115,83,1,two-shot
1/23/2021,37115,17,2,two-shot
1/23/2021,37138,45,1,two-shot
1/23/2021,37138,15,2,two-shot
1/23/2021,37189,14,1,two-shot
1/23/2021,37189,1,2,two-shot
1/23/2021,37201,4,1,two-shot
1/23/2021,37201,2,2,two-shot
1/23/2021,37203,25,1,two-shot
1/23/2021,37203,66,2,two-shot
1/23/2021,37204,62,1,two-shot
1/23/2021,37204,21,2,two-shot
1/23/2021,37205,190,1,two-shot
1/23/2021,37205,86,2,two-shot
1/23/2021,37206,38,1,two-shot
1/23/2021,37206,24,2,two-shot
1/23/2021,37207,117,1,two-shot
1/23/2021,37207,20,2,two-shot
1/23/2021,37208,45,1,two-shot
1/23/2021,37208,19,2,two-shot
1/23/2021,37209,58,1,two-shot
1/23/2021,37209,65,2,two-shot
1/23/2021,37210,19,1,two-shot
1/23/2021,37210,10,2,two-shot
1/23/2021,37211,138,1,two-shot
1/23/2021,37211,55,2,two-shot
1/23/2021,37212,44,1,two-shot
1/23/2021,37212,62,2,two-shot
1/23/2021,37213,1,1,two-shot
1/23/2021,37214,69,1,two-shot
1/23/2021,37214,32,2,two-shot
1/23/2021,37215,164,1,two-shot
1/23/2021,37215,27,2,two-shot
1/23/2021,37216,35,1,two-shot
1/23/2021,37216,18,2,two-shot
1/23/2021,37217,50,1,two-shot
1/23/2021,37217,12,2,two-shot
1/23/2021,37218,125,1,two-shot
1/23/2021,37218,16,2,two-shot
1/23/2021,37219,1,1,two-shot
1/23/2021,37219,5,2,two-shot
1/23/2021,37220,41,1,two-shot
1/23/2021,37220,10,2,two-shot
1/23/2021,37221,162,1,two-shot
1/23/2021,37221,64,2,two-shot
1/23/2021,37228,9,1,two-shot
1/23/2021,37228,5,2,two-shot
1/23/2021,,17,1,two-shot
1/23/2021,,5,2,two-shot
1/24/2021,37013,68,1,two-shot
1/24/2021,37013,16,2,two-shot
1/24/2021,37072,17,1,two-shot
1/24/2021,37072,8,2,two-shot
1/24/2021,37076,41,1,two-shot
1/24/2021,37076,8,2,two-shot
1/24/2021,37080,10,1,two-shot
1/24/2021,37080,1,2,two-shot
1/24/2021,37115,18,1,two-shot
1/24/2021,37115,15,2,two-shot
1/24/2021,37138,14,1,two-shot
1/24/2021,37138,2,2,two-shot
1/24/2021,37189,5,1,two-shot
1/24/2021,37203,15,1,two-shot
1/24/2021,37203,26,2,two-shot
1/24/2021,37204,13,1,two-shot
1/24/2021,37204,11,2,two-shot
1/24/2021,37205,115,1,two-shot
1/24/2021,37205,14,2,two-shot
1/24/2021,37206,20,1,two-shot
1/24/2021,37206,6,2,two-shot
1/24/2021,37207,29,1,two-shot
1/24/2021,37207,6,2,two-shot
1/24/2021,37208,5,1,two-shot
1/24/2021,37208,12,2,two-shot
1/24/2021,37209,40,1,two-shot
1/24/2021,37209,46,2,two-shot
1/24/2021,37210,7,1,two-shot
1/24/2021,37210,4,2,two-shot
1/24/2021,37211,65,1,two-shot
1/24/2021,37211,28,2,two-shot
1/24/2021,37212,18,1,two-shot
1/24/2021,37212,43,2,two-shot
1/24/2021,37213,1,1,two-shot
1/24/2021,37213,1,2,two-shot
1/24/2021,37214,34,1,two-shot
1/24/2021,37214,4,2,two-shot
1/24/2021,37215,104,1,two-shot
1/24/2021,37215,18,2,two-shot
1/24/2021,37216,19,1,two-shot
1/24/2021,37216,7,2,two-shot
1/24/2021,37217,17,1,two-shot
1/24/2021,37217,2,2,two-shot
1/24/2021,37218,17,1,two-shot
1/24/2021,37218,3,2,two-shot
1/24/2021,37219,2,1,two-shot
1/24/2021,37219,2,2,two-shot
1/24/2021,37220,12,1,two-shot
1/24/2021,37220,3,2,two-shot
1/24/2021,37221,98,1,two-shot
1/24/2021,37221,28,2,two-shot
1/24/2021,37228,3,1,two-shot
1/24/2021,37228,1,2,two-shot
1/24/2021,,3,1,two-shot
1/25/2021,37013,43,1,two-shot
1/25/2021,37013,102,2,two-shot
1/25/2021,37027,2,1,two-shot
1/25/2021,37069,1,1,two-shot
1/25/2021,37072,39,1,two-shot
1/25/2021,37072,39,2,two-shot
1/25/2021,37076,36,1,two-shot
1/25/2021,37076,35,2,two-shot
1/25/2021,37080,15,1,two-shot
1/25/2021,37080,8,2,two-shot
1/25/2021,37115,22,1,two-shot
1/25/2021,37115,17,2,two-shot
1/25/2021,37138,21,1,two-shot
1/25/2021,37138,37,2,two-shot
1/25/2021,37189,4,1,two-shot
1/25/2021,37189,3,2,two-shot
1/25/2021,37201,1,2,two-shot
1/25/2021,37203,18,1,two-shot
1/25/2021,37203,32,2,two-shot
1/25/2021,37204,21,1,two-shot
1/25/2021,37204,21,2,two-shot
1/25/2021,37205,96,1,two-shot
1/25/2021,37205,124,2,two-shot
1/25/2021,37206,16,1,two-shot
1/25/2021,37206,32,2,two-shot
1/25/2021,37207,33,1,two-shot
1/25/2021,37207,33,2,two-shot
1/25/2021,37208,5,1,two-shot
1/25/2021,37208,24,2,two-shot
1/25/2021,37209,33,1,two-shot
1/25/2021,37209,63,2,two-shot
1/25/2021,37210,6,1,two-shot
1/25/2021,37210,11,2,two-shot
1/25/2021,37211,61,1,two-shot
1/25/2021,37211,60,2,two-shot
1/25/2021,37212,19,1,two-shot
1/25/2021,37212,25,2,two-shot
1/25/2021,37214,20,1,two-shot
1/25/2021,37214,32,2,two-shot
1/25/2021,37215,55,1,two-shot
1/25/2021,37215,43,2,two-shot
1/25/2021,37216,17,1,two-shot
1/25/2021,37216,17,2,two-shot
1/25/2021,37217,26,1,two-shot
1/25/2021,37217,21,2,two-shot
1/25/2021,37218,14,1,two-shot
1/25/2021,37218,6,2,two-shot
1/25/2021,37219,1,1,two-shot
1/25/2021,37219,3,2,two-shot
1/25/2021,37220,8,1,two-shot
1/25/2021,37220,14,2,two-shot
1/25/2021,37221,72,1,two-shot
1/25/2021,37221,93,2,two-shot
1/25/2021,37228,1,1,two-shot
1/25/2021,37228,8,2,two-shot
1/25/2021,,29,1,two-shot
1/25/2021,,7,2,two-shot
1/26/2021,37013,64,1,two-shot
1/26/2021,37013,78,2,two-shot
1/26/2021,37027,1,1,two-shot
1/26/2021,37027,1,2,two-shot
1/26/2021,37072,63,1,two-shot
1/26/2021,37072,30,2,two-shot
1/26/2021,37076,54,1,two-shot
1/26/2021,37076,43,2,two-shot
1/26/2021,37080,20,1,two-shot
1/26/2021,37080,6,2,two-shot
1/26/2021,37115,42,1,two-shot
1/26/2021,37115,38,2,two-shot
1/26/2021,37138,42,1,two-shot
1/26/2021,37138,29,2,two-shot
1/26/2021,37189,6,1,two-shot
1/26/2021,37189,27,2,two-shot
1/26/2021,37201,2,2,two-shot
1/26/2021,37203,18,1,two-shot
1/26/2021,37203,52,2,two-shot
1/26/2021,37204,36,1,two-shot
1/26/2021,37204,27,2,two-shot
1/26/2021,37205,120,1,two-shot
1/26/2021,37205,73,2,two-shot
1/26/2021,37206,17,1,two-shot
1/26/2021,37206,35,2,two-shot
1/26/2021,37207,50,1,two-shot
1/26/2021,37207,32,2,two-shot
1/26/2021,37208,25,1,two-shot
1/26/2021,37208,24,2,two-shot
1/26/2021,37209,56,1,two-shot
1/26/2021,37209,67,2,two-shot
1/26/2021,37210,12,1,two-shot
1/26/2021,37210,9,2,two-shot
1/26/2021,37211,75,1,two-shot
1/26/2021,37211,51,2,two-shot
1/26/2021,37212,26,1,two-shot
1/26/2021,37212,54,2,two-shot
1/26/2021,37214,38,1,two-shot
1/26/2021,37214,39,2,two-shot
1/26/2021,37215,105,1,two-shot
1/26/2021,37215,38,2,two-shot
1/26/2021,37216,31,1,two-shot
1/26/2021,37216,13,2,two-shot
1/26/2021,37217,30,1,two-shot
1/26/2021,37217,24,2,two-shot
1/26/2021,37218,21,1,two-shot
1/26/2021,37218,11,2,two-shot
1/26/2021,37219,2,1,two-shot
1/26/2021,37220,28,1,two-shot
1/26/2021,37220,12,2,two-shot
1/26/2021,37221,125,1,two-shot
1/26/2021,37221,66,2,two-shot
1/26/2021,37228,1,1,two-shot
1/26/2021,37228,15,2,two-shot
1/26/2021,,31,1,two-shot
1/26/2021,,7,2,two-shot
1/27/2021,37013,142,1,two-shot
1/27/2021,37013,97,2,two-shot
1/27/2021,37027,1,1,two-shot
1/27/2021,37072,47,1,two-shot
1/27/2021,37072,31,2,two-shot
1/27/2021,37076,54,1,two-shot
1/27/2021,37076,35,2,two-shot
1/27/2021,37080,10,1,two-shot
1/27/2021,37080,12,2,two-shot
1/27/2021,37115,53,1,two-shot
1/27/2021,37115,29,2,two-shot
1/27/2021,37138,37,1,two-shot
1/27/2021,37138,26,2,two-shot
1/27/2021,37189,12,1,two-shot
1/27/2021,37189,6,2,two-shot
1/27/2021,37201,1,1,two-shot
1/27/2021,37201,2,2,two-shot
1/27/2021,37203,42,1,two-shot
1/27/2021,37203,38,2,two-shot
1/27/2021,37204,39,1,two-shot
1/27/2021,37204,24,2,two-shot
1/27/2021,37205,230,1,two-shot
1/27/2021,37205,104,2,two-shot
1/27/2021,37206,40,1,two-shot
1/27/2021,37206,28,2,two-shot
1/27/2021,37207,70,1,two-shot
1/27/2021,37207,34,2,two-shot
1/27/2021,37208,30,1,two-shot
1/27/2021,37208,21,2,two-shot
1/27/2021,37209,89,1,two-shot
1/27/2021,37209,57,2,two-shot
1/27/2021,37210,34,1,two-shot
1/27/2021,37210,92,2,two-shot
1/27/2021,37211,155,1,two-shot
1/27/2021,37211,173,2,two-shot
1/27/2021,37212,38,1,two-shot
1/27/2021,37212,29,2,two-shot
1/27/2021,37213,1,2,two-shot
1/27/2021,37214,69,1,two-shot
1/27/2021,37214,32,2,two-shot
1/27/2021,37215,147,1,two-shot
1/27/2021,37215,47,2,two-shot
1/27/2021,37216,32,1,two-shot
1/27/2021,37216,20,2,two-shot
1/27/2021,37217,41,1,two-shot
1/27/2021,37217,35,2,two-shot
1/27/2021,37218,58,1,two-shot
1/27/2021,37218,11,2,two-shot
1/27/2021,37219,2,1,two-shot
1/27/2021,37219,3,2,two-shot
1/27/2021,37220,37,1,two-shot
1/27/2021,37220,11,2,two-shot
1/27/2021,37221,156,1,two-shot
1/27/2021,37221,81,2,two-shot
1/27/2021,37228,3,1,two-shot
1/27/2021,37228,4,2,two-shot
1/27/2021,,27,1,two-shot
1/27/2021,,4,2,two-shot
1/28/2021,37013,113,1,two-shot
1/28/2021,37013,67,2,two-shot
1/28/2021,37027,1,1,two-shot
1/28/2021,37069,1,1,two-shot
1/28/2021,37072,80,1,two-shot
1/28/2021,37072,28,2,two-shot
1/28/2021,37076,44,1,two-shot
1/28/2021,37076,27,2,two-shot
1/28/2021,37080,10,1,two-shot
1/28/2021,37080,7,2,two-shot
1/28/2021,37115,35,1,two-shot
1/28/2021,37115,29,2,two-shot
1/28/2021,37138,52,1,two-shot
1/28/2021,37138,23,2,two-shot
1/28/2021,37189,6,1,two-shot
1/28/2021,37189,3,2,two-shot
1/28/2021,37201,1,1,two-shot
1/28/2021,37203,18,1,two-shot
1/28/2021,37203,47,2,two-shot
1/28/2021,37204,34,1,two-shot
1/28/2021,37204,21,2,two-shot
1/28/2021,37205,119,1,two-shot
1/28/2021,37205,71,2,two-shot
1/28/2021,37206,33,1,two-shot
1/28/2021,37206,26,2,two-shot
1/28/2021,37207,29,1,two-shot
1/28/2021,37207,39,2,two-shot
1/28/2021,37208,10,1,two-shot
1/28/2021,37208,19,2,two-shot
1/28/2021,37209,54,1,two-shot
1/28/2021,37209,86,2,two-shot
1/28/2021,37210,13,1,two-shot
1/28/2021,37210,17,2,two-shot
1/28/2021,37211,158,1,two-shot
1/28/2021,37211,65,2,two-shot
1/28/2021,37212,35,1,two-shot
1/28/2021,37212,49,2,two-shot
1/28/2021,37214,43,1,two-shot
1/28/2021,37214,32,2,two-shot
1/28/2021,37215,187,1,two-shot
1/28/2021,37215,53,2,two-shot
1/28/2021,37216,25,1,two-shot
1/28/2021,37216,24,2,two-shot
1/28/2021,37217,33,1,two-shot
1/28/2021,37217,21,2,two-shot
1/28/2021,37218,40,1,two-shot
1/28/2021,37218,16,2,two-shot
1/28/2021,37219,1,1,two-shot
1/28/2021,37219,1,2,two-shot
1/28/2021,37220,21,1,two-shot
1/28/2021,37220,10,2,two-shot
1/28/2021,37221,116,1,two-shot
1/28/2021,37221,93,2,two-shot
1/28/2021,37228,5,1,two-shot
1/28/2021,37228,4,2,two-shot
1/28/2021,,33,1,two-shot
1/28/2021,,4,2,two-shot
1/29/2021,37013,123,1,two-shot
1/29/2021,37013,127,2,two-shot
1/29/2021,37027,4,1,two-shot
1/29/2021,37069,1,1,two-shot
1/29/2021,37072,79,1,two-shot
1/29/2021,37072,47,2,two-shot
1/29/2021,37076,78,1,two-shot
1/29/2021,37076,64,2,two-shot
1/29/2021,37080,19,1,two-shot
1/29/2021,37080,9,2,two-shot
1/29/2021,37115,43,1,two-shot
1/29/2021,37115,45,2,two-shot
1/29/2021,37138,63,1,two-shot
1/29/2021,37138,30,2,two-shot
1/29/2021,37189,7,1,two-shot
1/29/2021,37189,6,2,two-shot
1/29/2021,37201,5,1,two-shot
1/29/2021,37201,1,2,two-shot
1/29/2021,37203,28,1,two-shot
1/29/2021,37203,88,2,two-shot
1/29/2021,37204,40,1,two-shot
1/29/2021,37204,45,2,two-shot
1/29/2021,37205,152,1,two-shot
1/29/2021,37205,136,2,two-shot
1/29/2021,37206,54,1,two-shot
1/29/2021,37206,44,2,two-shot
1/29/2021,37207,52,1,two-shot
1/29/2021,37207,40,2,two-shot
1/29/2021,37208,33,1,two-shot
1/29/2021,37208,24,2,two-shot
1/29/2021,37209,73,1,two-shot
1/29/2021,37209,115,2,two-shot
1/29/2021,37210,13,1,two-shot
1/29/2021,37210,27,2,two-shot
1/29/2021,37211,237,1,two-shot
1/29/2021,37211,106,2,two-shot
1/29/2021,37212,32,1,two-shot
1/29/2021,37212,56,2,two-shot
1/29/2021,37213,1,1,two-shot
1/29/2021,37214,63,1,two-shot
1/29/2021,37214,37,2,two-shot
1/29/2021,37215,154,1,two-shot
1/29/2021,37215,95,2,two-shot
1/29/2021,37216,37,1,two-shot
1/29/2021,37216,29,2,two-shot
1/29/2021,37217,25,1,two-shot
1/29/2021,37217,29,2,two-shot
1/29/2021,37218,61,1,two-shot
1/29/2021,37218,20,2,two-shot
1/29/2021,37219,1,1,two-shot
1/29/2021,37219,4,2,two-shot
1/29/2021,37220,25,1,two-shot
1/29/2021,37220,31,2,two-shot
1/29/2021,37221,181,1,two-shot
1/29/2021,37221,123,2,two-shot
1/29/2021,37228,6,1,two-shot
1/29/2021,37228,4,2,two-shot
1/29/2021,,58,1,two-shot
1/29/2021,,5,2,two-shot
1/30/2021,37013,83,1,two-shot
1/30/2021,37013,24,2,two-shot
1/30/2021,37027,5,1,two-shot
1/30/2021,37072,72,1,two-shot
1/30/2021,37072,22,2,two-shot
1/30/2021,37076,90,1,two-shot
1/30/2021,37076,45,2,two-shot
1/30/2021,37080,14,1,two-shot
1/30/2021,37080,7,2,two-shot
1/30/2021,37115,51,1,two-shot
1/30/2021,37115,25,2,two-shot
1/30/2021,37138,55,1,two-shot
1/30/2021,37138,19,2,two-shot
1/30/2021,37189,8,1,two-shot
1/30/2021,37189,5,2,two-shot
1/30/2021,37201,1,1,two-shot
1/30/2021,37201,1,2,two-shot
1/30/2021,37203,28,1,two-shot
1/30/2021,37203,23,2,two-shot
1/30/2021,37204,32,1,two-shot
1/30/2021,37204,22,2,two-shot
1/30/2021,37205,143,1,two-shot
1/30/2021,37205,104,2,two-shot
1/30/2021,37206,46,1,two-shot
1/30/2021,37206,10,2,two-shot
1/30/2021,37207,47,1,two-shot
1/30/2021,37207,15,2,two-shot
1/30/2021,37208,16,1,two-shot
1/30/2021,37208,8,2,two-shot
1/30/2021,37209,74,1,two-shot
1/30/2021,37209,34,2,two-shot
1/30/2021,37210,17,1,two-shot
1/30/2021,37210,5,2,two-shot
1/30/2021,37211,125,1,two-shot
1/30/2021,37211,48,2,two-shot
1/30/2021,37212,45,1,two-shot
1/30/2021,37212,20,2,two-shot
1/30/2021,37214,64,1,two-shot
1/30/2021,37214,35,2,two-shot
1/30/2021,37215,129,1,two-shot
1/30/2021,37215,96,2,two-shot
1/30/2021,37216,32,1,two-shot
1/30/2021,37216,6,2,two-shot
1/30/2021,37217,30,1,two-shot
1/30/2021,37217,11,2,two-shot
1/30/2021,37218,19,1,two-shot
1/30/2021,37218,10,2,two-shot
1/30/2021,37219,3,2,two-shot
1/30/2021,37220,39,1,two-shot
1/30/2021,37220,24,2,two-shot
1/30/2021,37221,118,1,two-shot
1/30/2021,37221,67,2,two-shot
1/30/2021,37228,2,1,two-shot
1/30/2021,37228,1,2,two-shot
1/30/2021,,38,1,two-shot
1/30/2021,,4,2,two-shot
1/31/2021,37013,38,1,two-shot
1/31/2021,37013,65,2,two-shot
1/31/2021,37072,29,1,two-shot
1/31/2021,37072,19,2,two-shot
1/31/2021,37076,41,1,two-shot
1/31/2021,37076,37,2,two-shot
1/31/2021,37080,10,1,two-shot
1/31/2021,37080,4,2,two-shot
1/31/2021,37115,35,1,two-shot
1/31/2021,37115,27,2,two-shot
1/31/2021,37138,30,1,two-shot
1/31/2021,37138,14,2,two-shot
1/31/2021,37189,4,1,two-shot
1/31/2021,37189,7,2,two-shot
1/31/2021,37203,17,1,two-shot
1/31/2021,37203,9,2,two-shot
1/31/2021,37204,27,1,two-shot
1/31/2021,37204,28,2,two-shot
1/31/2021,37205,86,1,two-shot
1/31/2021,37205,122,2,two-shot
1/31/2021,37206,34,1,two-shot
1/31/2021,37206,20,2,two-shot
1/31/2021,37207,25,1,two-shot
1/31/2021,37207,22,2,two-shot
1/31/2021,37208,15,1,two-shot
1/31/2021,37208,4,2,two-shot
1/31/2021,37209,55,1,two-shot
1/31/2021,37209,20,2,two-shot
1/31/2021,37210,10,1,two-shot
1/31/2021,37210,5,2,two-shot
1/31/2021,37211,60,1,two-shot
1/31/2021,37211,48,2,two-shot
1/31/2021,37212,39,1,two-shot
1/31/2021,37212,15,2,two-shot
1/31/2021,37214,36,1,two-shot
1/31/2021,37214,47,2,two-shot
1/31/2021,37215,72,1,two-shot
1/31/2021,37215,84,2,two-shot
1/31/2021,37216,20,1,two-shot
1/31/2021,37216,7,2,two-shot
1/31/2021,37217,18,1,two-shot
1/31/2021,37217,21,2,two-shot
1/31/2021,37218,21,1,two-shot
1/31/2021,37218,6,2,two-shot
1/31/2021,37219,1,1,two-shot
1/31/2021,37220,15,1,two-shot
1/31/2021,37220,21,2,two-shot
1/31/2021,37221,68,1,two-shot
1/31/2021,37221,93,2,two-shot
1/31/2021,37228,1,2,two-shot
1/31/2021,,5,1,two-shot
1/31/2021,,1,2,two-shot
2/1/2021,37013,114,1,two-shot
2/1/2021,37013,119,2,two-shot
2/1/2021,37027,3,1,two-shot
2/1/2021,37069,1,1,two-shot
2/1/2021,37072,61,1,two-shot
2/1/2021,37072,54,2,two-shot
2/1/2021,37076,55,1,two-shot
2/1/2021,37076,57,2,two-shot
2/1/2021,37080,19,1,two-shot
2/1/2021,37080,9,2,two-shot
2/1/2021,37115,37,1,two-shot
2/1/2021,37115,46,2,two-shot
2/1/2021,37138,89,1,two-shot
2/1/2021,37138,38,2,two-shot
2/1/2021,37189,3,1,two-shot
2/1/2021,37189,1,2,two-shot
2/1/2021,37201,3,1,two-shot
2/1/2021,37201,4,2,two-shot
2/1/2021,37203,20,1,two-shot
2/1/2021,37203,52,2,two-shot
2/1/2021,37204,34,1,two-shot
2/1/2021,37204,54,2,two-shot
2/1/2021,37205,116,1,two-shot
2/1/2021,37205,138,2,two-shot
2/1/2021,37206,44,1,two-shot
2/1/2021,37206,46,2,two-shot
2/1/2021,37207,43,1,two-shot
2/1/2021,37207,34,2,two-shot
2/1/2021,37208,59,1,two-shot
2/1/2021,37208,58,2,two-shot
2/1/2021,37209,65,1,two-shot
2/1/2021,37209,76,2,two-shot
2/1/2021,37210,9,1,two-shot
2/1/2021,37210,15,2,two-shot
2/1/2021,37211,92,1,two-shot
2/1/2021,37211,66,2,two-shot
2/1/2021,37212,32,1,two-shot
2/1/2021,37212,35,2,two-shot
2/1/2021,37213,1,2,two-shot
2/1/2021,37214,34,1,two-shot
2/1/2021,37214,51,2,two-shot
2/1/2021,37215,84,1,two-shot
2/1/2021,37215,112,2,two-shot
2/1/2021,37216,29,1,two-shot
2/1/2021,37216,37,2,two-shot
2/1/2021,37217,34,1,two-shot
2/1/2021,37217,24,2,two-shot
2/1/2021,37218,31,1,two-shot
2/1/2021,37218,20,2,two-shot
2/1/2021,37219,4,1,two-shot
2/1/2021,37219,7,2,two-shot
2/1/2021,37220,22,1,two-shot
2/1/2021,37220,18,2,two-shot
2/1/2021,37221,115,1,two-shot
2/1/2021,37221,102,2,two-shot
2/1/2021,37228,4,1,two-shot
2/1/2021,37228,4,2,two-shot
2/1/2021,,57,1,two-shot
2/1/2021,,12,2,two-shot
2/2/2021,37013,76,1,two-shot
2/2/2021,37013,56,2,two-shot
2/2/2021,37027,2,1,two-shot
2/2/2021,37069,3,1,two-shot
2/2/2021,37072,72,1,two-shot
2/2/2021,37072,39,2,two-shot
2/2/2021,37076,78,1,two-shot
2/2/2021,37076,18,2,two-shot
2/2/2021,37080,17,1,two-shot
2/2/2021,37080,5,2,two-shot
2/2/2021,37115,43,1,two-shot
2/2/2021,37115,21,2,two-shot
2/2/2021,37138,50,1,two-shot
2/2/2021,37138,16,2,two-shot
2/2/2021,37189,8,1,two-shot
2/2/2021,37189,2,2,two-shot
2/2/2021,37201,2,1,two-shot
2/2/2021,37201,2,2,two-shot
2/2/2021,37203,20,1,two-shot
2/2/2021,37203,32,2,two-shot
2/2/2021,37204,40,1,two-shot
2/2/2021,37204,23,2,two-shot
2/2/2021,37205,96,1,two-shot
2/2/2021,37205,44,2,two-shot
2/2/2021,37206,52,1,two-shot
2/2/2021,37206,23,2,two-shot
2/2/2021,37207,50,1,two-shot
2/2/2021,37207,28,2,two-shot
2/2/2021,37208,46,1,two-shot
2/2/2021,37208,66,2,two-shot
2/2/2021,37209,63,1,two-shot
2/2/2021,37209,88,2,two-shot
2/2/2021,37210,11,1,two-shot
2/2/2021,37210,13,2,two-shot
2/2/2021,37211,101,1,two-shot
2/2/2021,37211,49,2,two-shot
2/2/2021,37212,56,1,two-shot
2/2/2021,37212,18,2,two-shot
2/2/2021,37214,48,1,two-shot
2/2/2021,37214,36,2,two-shot
2/2/2021,37215,81,1,two-shot
2/2/2021,37215,63,2,two-shot
2/2/2021,37216,20,1,two-shot
2/2/2021,37216,33,2,two-shot
2/2/2021,37217,36,1,two-shot
2/2/2021,37217,18,2,two-shot
2/2/2021,37218,28,1,two-shot
2/2/2021,37218,13,2,two-shot
2/2/2021,37219,5,1,two-shot
2/2/2021,37219,1,2,two-shot
2/2/2021,37220,26,1,two-shot
2/2/2021,37220,10,2,two-shot
2/2/2021,37221,111,1,two-shot
2/2/2021,37221,59,2,two-shot
2/2/2021,37228,5,1,two-shot
2/2/2021,37228,7,2,two-shot
2/2/2021,,39,1,two-shot
2/2/2021,,5,2,two-shot
2/3/2021,37013,122,1,two-shot
2/3/2021,37013,65,2,two-shot
2/3/2021,37027,8,1,two-shot
2/3/2021,37069,1,1,two-shot
2/3/2021,37072,77,1,two-shot
2/3/2021,37072,75,2,two-shot
2/3/2021,37076,120,1,two-shot
2/3/2021,37076,23,2,two-shot
2/3/2021,37080,31,1,two-shot
2/3/2021,37080,7,2,two-shot
2/3/2021,37115,74,1,two-shot
2/3/2021,37115,33,2,two-shot
2/3/2021,37138,74,1,two-shot
2/3/2021,37138,20,2,two-shot
2/3/2021,37189,12,1,two-shot
2/3/2021,37189,2,2,two-shot
2/3/2021,37201,1,1,two-shot
2/3/2021,37201,2,2,two-shot
2/3/2021,37203,36,1,two-shot
2/3/2021,37203,42,2,two-shot
2/3/2021,37204,55,1,two-shot
2/3/2021,37204,14,2,two-shot
2/3/2021,37205,202,1,two-shot
2/3/2021,37205,72,2,two-shot
2/3/2021,37206,59,1,two-shot
2/3/2021,37206,31,2,two-shot
2/3/2021,37207,74,1,two-shot
2/3/2021,37207,47,2,two-shot
2/3/2021,37208,53,1,two-shot
2/3/2021,37208,102,2,two-shot
2/3/2021,37209,98,1,two-shot
2/3/2021,37209,89,2,two-shot
2/3/2021,37210,35,1,two-shot
2/3/2021,37210,12,2,two-shot
2/3/2021,37211,148,1,two-shot
2/3/2021,37211,68,2,two-shot
2/3/2021,37212,75,1,two-shot
2/3/2021,37212,20,2,two-shot
2/3/2021,37213,2,1,two-shot
2/3/2021,37214,83,1,two-shot
2/3/2021,37214,30,2,two-shot
2/3/2021,37215,188,1,two-shot
2/3/2021,37215,42,2,two-shot
2/3/2021,37216,53,1,two-shot
2/3/2021,37216,22,2,two-shot
2/3/2021,37217,37,1,two-shot
2/3/2021,37217,17,2,two-shot
2/3/2021,37218,41,1,two-shot
2/3/2021,37218,15,2,two-shot
2/3/2021,37219,4,1,two-shot
2/3/2021,37219,1,2,two-shot
2/3/2021,37220,51,1,two-shot
2/3/2021,37220,7,2,two-shot
2/3/2021,37221,202,1,two-shot
2/3/2021,37221,77,2,two-shot
2/3/2021,37228,85,1,two-shot
2/3/2021,37228,12,2,two-shot
2/3/2021,,74,1,two-shot
2/3/2021,,10,2,two-shot
2/4/2021,37013,82,1,two-shot
2/4/2021,37013,92,2,two-shot
2/4/2021,37027,1,2,two-shot
2/4/2021,37069,3,1,two-shot
2/4/2021,37072,95,1,two-shot
2/4/2021,37072,32,2,two-shot
2/4/2021,37076,63,1,two-shot
2/4/2021,37076,41,2,two-shot
2/4/2021,37080,18,1,two-shot
2/4/2021,37080,7,2,two-shot
2/4/2021,37115,38,1,two-shot
2/4/2021,37115,23,2,two-shot
2/4/2021,37138,59,1,two-shot
2/4/2021,37138,20,2,two-shot
2/4/2021,37189,11,1,two-shot
2/4/2021,37189,9,2,two-shot
2/4/2021,37201,3,1,two-shot
2/4/2021,37201,4,2,two-shot
2/4/2021,37203,54,1,two-shot
2/4/2021,37203,88,2,two-shot
2/4/2021,37204,55,1,two-shot
2/4/2021,37204,21,2,two-shot
2/4/2021,37205,207,1,two-shot
2/4/2021,37205,65,2,two-shot
2/4/2021,37206,38,1,two-shot
2/4/2021,37206,38,2,two-shot
2/4/2021,37207,55,1,two-shot
2/4/2021,37207,40,2,two-shot
2/4/2021,37208,19,1,two-shot
2/4/2021,37208,21,2,two-shot
2/4/2021,37209,68,1,two-shot
2/4/2021,37209,62,2,two-shot
2/4/2021,37210,283,1,two-shot
2/4/2021,37210,14,2,two-shot
2/4/2021,37211,104,1,two-shot
2/4/2021,37211,79,2,two-shot
2/4/2021,37212,46,1,two-shot
2/4/2021,37212,66,2,two-shot
2/4/2021,37213,1,1,two-shot
2/4/2021,37214,72,1,two-shot
2/4/2021,37214,38,2,two-shot
2/4/2021,37215,115,1,two-shot
2/4/2021,37215,44,2,two-shot
