vacc_date,Zip,count_given,dose_nbr,protocol
12/12/2020,37215,1,1,two-shot
12/14/2020,37205,1,2,two-shot
12/14/2020,37215,1,1,two-shot
12/15/2020,37221,1,1,two-shot
12/16/2020,37215,1,1,two-shot
12/17/2020,37013,16,1,two-shot
12/17/2020,37072,8,1,two-shot
12/17/2020,37076,5,1,two-shot
12/17/2020,37080,2,1,two-shot
12/17/2020,37115,1,1,two-shot
12/17/2020,37138,3,1,two-shot
12/17/2020,37189,2,1,two-shot
12/17/2020,37203,36,1,two-shot
12/17/2020,37204,26,1,two-shot
12/17/2020,37205,54,1,two-shot
12/17/2020,37206,23,1,two-shot
12/17/2020,37207,8,1,two-shot
12/17/2020,37208,12,1,two-shot
12/17/2020,37209,48,1,two-shot
12/17/2020,37210,2,1,two-shot
12/17/2020,37211,14,1,two-shot
12/17/2020,37212,13,1,two-shot
12/17/2020,37214,8,1,two-shot
12/17/2020,37215,55,1,two-shot
12/17/2020,37216,14,1,two-shot
12/17/2020,37217,5,1,two-shot
12/17/2020,37219,3,1,two-shot
12/17/2020,37220,12,1,two-shot
12/17/2020,37221,34,1,two-shot
12/17/2020,,1,1,two-shot
12/18/2020,37013,50,1,two-shot
12/18/2020,37072,31,1,two-shot
12/18/2020,37072,1,2,two-shot
12/18/2020,37076,54,1,two-shot
12/18/2020,37080,4,1,two-shot
12/18/2020,37115,23,1,two-shot
12/18/2020,37138,22,1,two-shot
12/18/2020,37138,1,2,two-shot
12/18/2020,37189,4,1,two-shot
12/18/2020,37201,3,1,two-shot
12/18/2020,37203,177,1,two-shot
12/18/2020,37204,87,1,two-shot
12/18/2020,37204,1,2,two-shot
12/18/2020,37205,252,1,two-shot
12/18/2020,37206,60,1,two-shot
12/18/2020,37207,42,1,two-shot
12/18/2020,37208,59,1,two-shot
12/18/2020,37209,189,1,two-shot
12/18/2020,37210,12,1,two-shot
12/18/2020,37211,74,1,two-shot
12/18/2020,37212,121,1,two-shot
12/18/2020,37212,1,2,two-shot
12/18/2020,37213,1,1,two-shot
12/18/2020,37214,34,1,two-shot
12/18/2020,37215,171,1,two-shot
12/18/2020,37215,1,2,two-shot
12/18/2020,37216,30,1,two-shot
12/18/2020,37217,8,1,two-shot
12/18/2020,37218,13,1,two-shot
12/18/2020,37219,3,1,two-shot
12/18/2020,37220,25,1,two-shot
12/18/2020,37221,136,1,two-shot
12/18/2020,37228,2,1,two-shot
12/18/2020,,7,1,two-shot
12/19/2020,37013,60,1,two-shot
12/19/2020,37072,37,1,two-shot
12/19/2020,37076,55,1,two-shot
12/19/2020,37076,1,2,two-shot
12/19/2020,37080,7,1,two-shot
12/19/2020,37115,17,1,two-shot
12/19/2020,37138,23,1,two-shot
12/19/2020,37189,10,1,two-shot
12/19/2020,37201,3,1,two-shot
12/19/2020,37203,146,1,two-shot
12/19/2020,37203,2,2,two-shot
12/19/2020,37204,96,1,two-shot
12/19/2020,37204,4,2,two-shot
12/19/2020,37205,279,1,two-shot
12/19/2020,37205,4,2,two-shot
12/19/2020,37206,49,1,two-shot
12/19/2020,37206,2,2,two-shot
12/19/2020,37207,36,1,two-shot
12/19/2020,37208,60,1,two-shot
12/19/2020,37208,1,2,two-shot
12/19/2020,37209,159,1,two-shot
12/19/2020,37209,7,2,two-shot
12/19/2020,37210,15,1,two-shot
12/19/2020,37211,87,1,two-shot
12/19/2020,37211,2,2,two-shot
12/19/2020,37212,112,1,two-shot
12/19/2020,37214,32,1,two-shot
12/19/2020,37214,1,2,two-shot
12/19/2020,37215,162,1,two-shot
12/19/2020,37215,5,2,two-shot
12/19/2020,37216,30,1,two-shot
12/19/2020,37217,18,1,two-shot
12/19/2020,37218,9,1,two-shot
12/19/2020,37219,6,1,two-shot
12/19/2020,37220,32,1,two-shot
12/19/2020,37220,2,2,two-shot
12/19/2020,37221,143,1,two-shot
12/19/2020,37221,2,2,two-shot
12/19/2020,37228,4,1,two-shot
12/19/2020,,5,1,two-shot
12/20/2020,37013,33,1,two-shot
12/20/2020,37072,15,1,two-shot
12/20/2020,37076,26,1,two-shot
12/20/2020,37076,1,2,two-shot
12/20/2020,37080,3,1,two-shot
12/20/2020,37115,12,1,two-shot
12/20/2020,37138,10,1,two-shot
12/20/2020,37189,3,1,two-shot
12/20/2020,37201,3,1,two-shot
12/20/2020,37203,90,1,two-shot
12/20/2020,37204,47,1,two-shot
12/20/2020,37204,3,2,two-shot
12/20/2020,37205,58,1,two-shot
12/20/2020,37205,6,2,two-shot
12/20/2020,37206,51,1,two-shot
12/20/2020,37206,1,2,two-shot
12/20/2020,37207,20,1,two-shot
12/20/2020,37208,25,1,two-shot
12/20/2020,37208,1,2,two-shot
12/20/2020,37209,93,1,two-shot
12/20/2020,37209,1,2,two-shot
12/20/2020,37210,8,1,two-shot
12/20/2020,37211,50,1,two-shot
12/20/2020,37211,2,2,two-shot
12/20/2020,37212,63,1,two-shot
12/20/2020,37212,1,2,two-shot
12/20/2020,37214,16,1,two-shot
12/20/2020,37215,72,1,two-shot
12/20/2020,37215,1,2,two-shot
12/20/2020,37216,13,1,two-shot
12/20/2020,37217,4,1,two-shot
12/20/2020,37218,7,1,two-shot
12/20/2020,37219,4,1,two-shot
12/20/2020,37219,1,2,two-shot
12/20/2020,37220,13,1,two-shot
12/20/2020,37221,90,1,two-shot
12/20/2020,37221,3,2,two-shot
12/20/2020,37228,2,1,two-shot
12/20/2020,,3,1,two-shot
12/21/2020,37013,55,1,two-shot
12/21/2020,37072,18,1,two-shot
12/21/2020,37076,24,1,two-shot
12/21/2020,37080,2,1,two-shot
12/21/2020,37115,21,1,two-shot
12/21/2020,37138,25,1,two-shot
12/21/2020,37189,3,1,two-shot
12/21/2020,37201,2,1,two-shot
12/21/2020,37203,56,1,two-shot
12/21/2020,37203,1,2,two-shot
12/21/2020,37204,35,1,two-shot
12/21/2020,37205,147,1,two-shot
12/21/2020,37206,24,1,two-shot
12/21/2020,37207,13,1,two-shot
12/21/2020,37208,26,1,two-shot
12/21/2020,37208,2,2,two-shot
12/21/2020,37209,66,1,two-shot
12/21/2020,37209,2,2,two-shot
12/21/2020,37210,12,1,two-shot
12/21/2020,37211,44,1,two-shot
12/21/2020,37212,35,1,two-shot
12/21/2020,37214,18,1,two-shot
12/21/2020,37215,58,1,two-shot
12/21/2020,37215,1,2,two-shot
12/21/2020,37216,17,1,two-shot
12/21/2020,37217,8,1,two-shot
12/21/2020,37218,6,1,two-shot
12/21/2020,37220,3,1,two-shot
12/21/2020,37221,60,1,two-shot
12/21/2020,37221,2,2,two-shot
12/21/2020,37228,1,1,two-shot
12/21/2020,37238,1,1,two-shot
12/21/2020,,5,1,two-shot
12/22/2020,37013,58,1,two-shot
12/22/2020,37072,39,1,two-shot
12/22/2020,37076,58,1,two-shot
12/22/2020,37080,8,1,two-shot
12/22/2020,37115,21,1,two-shot
12/22/2020,37138,32,1,two-shot
12/22/2020,37189,3,1,two-shot
12/22/2020,37201,2,1,two-shot
12/22/2020,37203,92,1,two-shot
12/22/2020,37204,58,1,two-shot
12/22/2020,37205,110,1,two-shot
12/22/2020,37205,1,2,two-shot
12/22/2020,37206,47,1,two-shot
12/22/2020,37207,27,1,two-shot
12/22/2020,37208,33,1,two-shot
12/22/2020,37209,134,1,two-shot
12/22/2020,37209,1,2,two-shot
12/22/2020,37210,15,1,two-shot
12/22/2020,37211,91,1,two-shot
12/22/2020,37212,54,1,two-shot
12/22/2020,37213,1,1,two-shot
12/22/2020,37214,34,1,two-shot
12/22/2020,37215,68,1,two-shot
12/22/2020,37216,24,1,two-shot
12/22/2020,37216,1,2,two-shot
12/22/2020,37217,22,1,two-shot
12/22/2020,37218,4,1,two-shot
12/22/2020,37219,5,1,two-shot
12/22/2020,37220,19,1,two-shot
12/22/2020,37221,97,1,two-shot
12/22/2020,37228,1,1,two-shot
12/22/2020,,5,1,two-shot
12/23/2020,37013,92,1,two-shot
12/23/2020,37013,2,2,two-shot
12/23/2020,37027,2,1,two-shot
12/23/2020,37072,75,1,two-shot
12/23/2020,37072,1,2,two-shot
12/23/2020,37076,62,1,two-shot
12/23/2020,37080,11,1,two-shot
12/23/2020,37115,34,1,two-shot
12/23/2020,37138,48,1,two-shot
12/23/2020,37189,3,1,two-shot
12/23/2020,37201,2,1,two-shot
12/23/2020,37203,93,1,two-shot
12/23/2020,37204,46,1,two-shot
12/23/2020,37204,1,2,two-shot
12/23/2020,37205,181,1,two-shot
12/23/2020,37206,79,1,two-shot
12/23/2020,37206,1,2,two-shot
12/23/2020,37207,58,1,two-shot
12/23/2020,37208,30,1,two-shot
12/23/2020,37209,124,1,two-shot
12/23/2020,37210,20,1,two-shot
12/23/2020,37211,115,1,two-shot
12/23/2020,37211,1,2,two-shot
12/23/2020,37212,70,1,two-shot
12/23/2020,37212,1,2,two-shot
12/23/2020,37213,1,1,two-shot
12/23/2020,37214,67,1,two-shot
12/23/2020,37215,98,1,two-shot
12/23/2020,37215,3,2,two-shot
12/23/2020,37216,40,1,two-shot
12/23/2020,37217,27,1,two-shot
12/23/2020,37218,18,1,two-shot
12/23/2020,37219,5,1,two-shot
12/23/2020,37220,30,1,two-shot
12/23/2020,37221,154,1,two-shot
12/23/2020,37228,3,1,two-shot
12/23/2020,,6,1,two-shot
12/24/2020,37013,19,1,two-shot
12/24/2020,37072,16,1,two-shot
12/24/2020,37076,18,1,two-shot
12/24/2020,37076,1,2,two-shot
12/24/2020,37080,6,1,two-shot
12/24/2020,37115,14,1,two-shot
12/24/2020,37138,19,1,two-shot
12/24/2020,37189,2,1,two-shot
12/24/2020,37203,27,1,two-shot
12/24/2020,37204,32,1,two-shot
12/24/2020,37205,39,1,two-shot
12/24/2020,37206,17,1,two-shot
12/24/2020,37207,14,1,two-shot
12/24/2020,37208,15,1,two-shot
12/24/2020,37209,81,1,two-shot
12/24/2020,37210,3,1,two-shot
12/24/2020,37211,42,1,two-shot
12/24/2020,37212,36,1,two-shot
12/24/2020,37214,18,1,two-shot
12/24/2020,37214,1,2,two-shot
12/24/2020,37215,33,1,two-shot
12/24/2020,37215,2,2,two-shot
12/24/2020,37216,14,1,two-shot
12/24/2020,37217,7,1,two-shot
12/24/2020,37218,1,1,two-shot
12/24/2020,37219,2,1,two-shot
12/24/2020,37220,9,1,two-shot
12/24/2020,37221,75,1,two-shot
12/24/2020,37228,4,1,two-shot
12/24/2020,,1,1,two-shot
12/25/2020,37013,14,1,two-shot
12/25/2020,37072,8,1,two-shot
12/25/2020,37076,10,1,two-shot
12/25/2020,37080,2,1,two-shot
12/25/2020,37115,4,1,two-shot
12/25/2020,37138,5,1,two-shot
12/25/2020,37201,1,1,two-shot
12/25/2020,37203,28,1,two-shot
12/25/2020,37204,16,1,two-shot
12/25/2020,37205,33,1,two-shot
12/25/2020,37206,19,1,two-shot
12/25/2020,37207,6,1,two-shot
12/25/2020,37207,1,2,two-shot
12/25/2020,37208,12,1,two-shot
12/25/2020,37209,51,1,two-shot
12/25/2020,37210,6,1,two-shot
12/25/2020,37211,30,1,two-shot
12/25/2020,37212,54,1,two-shot
12/25/2020,37214,9,1,two-shot
12/25/2020,37215,50,1,two-shot
12/25/2020,37216,12,1,two-shot
12/25/2020,37217,7,1,two-shot
12/25/2020,37218,3,1,two-shot
12/25/2020,37219,2,1,two-shot
12/25/2020,37220,8,1,two-shot
12/25/2020,37221,50,1,two-shot
12/25/2020,37228,1,1,two-shot
12/25/2020,,1,1,two-shot
12/26/2020,37013,22,1,two-shot
12/26/2020,37072,21,1,two-shot
12/26/2020,37076,31,1,two-shot
12/26/2020,37080,3,1,two-shot
12/26/2020,37115,14,1,two-shot
12/26/2020,37138,30,1,two-shot
12/26/2020,37189,3,1,two-shot
12/26/2020,37201,2,1,two-shot
12/26/2020,37203,36,1,two-shot
12/26/2020,37203,1,2,two-shot
12/26/2020,37204,29,1,two-shot
12/26/2020,37205,54,1,two-shot
12/26/2020,37206,39,1,two-shot
12/26/2020,37207,20,1,two-shot
12/26/2020,37208,21,1,two-shot
12/26/2020,37209,57,1,two-shot
12/26/2020,37209,1,2,two-shot
12/26/2020,37210,3,1,two-shot
12/26/2020,37211,54,1,two-shot
12/26/2020,37212,43,1,two-shot
12/26/2020,37214,18,1,two-shot
12/26/2020,37215,44,1,two-shot
12/26/2020,37216,23,1,two-shot
12/26/2020,37217,12,1,two-shot
12/26/2020,37218,8,1,two-shot
12/26/2020,37219,3,1,two-shot
12/26/2020,37220,7,1,two-shot
12/26/2020,37221,82,1,two-shot
12/26/2020,37228,2,1,two-shot
12/26/2020,,3,1,two-shot
12/27/2020,37013,18,1,two-shot
12/27/2020,37072,7,1,two-shot
12/27/2020,37076,15,1,two-shot
12/27/2020,37076,1,2,two-shot
12/27/2020,37080,3,1,two-shot
12/27/2020,37115,6,1,two-shot
12/27/2020,37138,6,1,two-shot
12/27/2020,37189,1,1,two-shot
12/27/2020,37201,1,1,two-shot
12/27/2020,37203,26,1,two-shot
12/27/2020,37204,19,1,two-shot
12/27/2020,37205,38,1,two-shot
12/27/2020,37205,1,2,two-shot
12/27/2020,37206,14,1,two-shot
12/27/2020,37207,10,1,two-shot
12/27/2020,37208,16,1,two-shot
12/27/2020,37209,49,1,two-shot
12/27/2020,37210,10,1,two-shot
12/27/2020,37211,34,1,two-shot
12/27/2020,37212,24,1,two-shot
12/27/2020,37214,21,1,two-shot
12/27/2020,37215,33,1,two-shot
12/27/2020,37216,11,1,two-shot
12/27/2020,37217,5,1,two-shot
12/27/2020,37218,3,1,two-shot
12/27/2020,37219,1,1,two-shot
12/27/2020,37220,3,1,two-shot
12/27/2020,37221,65,1,two-shot
12/27/2020,37228,1,1,two-shot
12/27/2020,,2,1,two-shot
12/28/2020,37013,122,1,two-shot
12/28/2020,37072,84,1,two-shot
12/28/2020,37076,66,1,two-shot
12/28/2020,37080,26,1,two-shot
12/28/2020,37115,47,1,two-shot
12/28/2020,37138,44,1,two-shot
12/28/2020,37189,9,1,two-shot
12/28/2020,37201,4,1,two-shot
12/28/2020,37203,72,1,two-shot
12/28/2020,37204,43,1,two-shot
12/28/2020,37205,149,1,two-shot
12/28/2020,37205,1,2,two-shot
12/28/2020,37206,51,1,two-shot
12/28/2020,37206,2,2,two-shot
12/28/2020,37207,47,1,two-shot
12/28/2020,37208,36,1,two-shot
12/28/2020,37209,109,1,two-shot
12/28/2020,37210,22,1,two-shot
12/28/2020,37211,90,1,two-shot
12/28/2020,37212,43,1,two-shot
12/28/2020,37214,42,1,two-shot
12/28/2020,37215,57,1,two-shot
12/28/2020,37216,28,1,two-shot
12/28/2020,37216,1,2,two-shot
12/28/2020,37217,35,1,two-shot
12/28/2020,37218,27,1,two-shot
12/28/2020,37219,3,1,two-shot
12/28/2020,37220,16,1,two-shot
12/28/2020,37221,138,1,two-shot
12/28/2020,37228,2,1,two-shot
12/28/2020,,11,1,two-shot
12/29/2020,37013,134,1,two-shot
12/29/2020,37013,1,2,two-shot
12/29/2020,37027,2,1,two-shot
12/29/2020,37072,86,1,two-shot
12/29/2020,37076,110,1,two-shot
12/29/2020,37080,19,1,two-shot
12/29/2020,37115,67,1,two-shot
12/29/2020,37138,53,1,two-shot
12/29/2020,37189,37,1,two-shot
12/29/2020,37201,4,1,two-shot
12/29/2020,37203,97,1,two-shot
12/29/2020,37204,50,1,two-shot
12/29/2020,37205,162,1,two-shot
12/29/2020,37206,67,1,two-shot
12/29/2020,37207,77,1,two-shot
12/29/2020,37208,49,1,two-shot
12/29/2020,37208,1,2,two-shot
12/29/2020,37209,136,1,two-shot
12/29/2020,37209,1,2,two-shot
12/29/2020,37210,17,1,two-shot
12/29/2020,37211,125,1,two-shot
12/29/2020,37211,1,2,two-shot
12/29/2020,37212,56,1,two-shot
12/29/2020,37212,1,2,two-shot
12/29/2020,37213,2,1,two-shot
12/29/2020,37214,80,1,two-shot
12/29/2020,37215,48,1,two-shot
12/29/2020,37216,37,1,two-shot
12/29/2020,37216,1,2,two-shot
12/29/2020,37217,52,1,two-shot
12/29/2020,37218,30,1,two-shot
12/29/2020,37219,3,1,two-shot
12/29/2020,37220,26,1,two-shot
12/29/2020,37221,158,1,two-shot
12/29/2020,37228,11,1,two-shot
12/29/2020,,15,1,two-shot
12/30/2020,37013,183,1,two-shot
12/30/2020,37072,115,1,two-shot
12/30/2020,37076,115,1,two-shot
12/30/2020,37080,27,1,two-shot
12/30/2020,37115,74,1,two-shot
12/30/2020,37138,77,1,two-shot
12/30/2020,37189,16,1,two-shot
12/30/2020,37201,7,1,two-shot
12/30/2020,37203,97,1,two-shot
12/30/2020,37203,2,2,two-shot
12/30/2020,37204,68,1,two-shot
12/30/2020,37204,1,2,two-shot
12/30/2020,37205,137,1,two-shot
12/30/2020,37205,1,2,two-shot
12/30/2020,37206,77,1,two-shot
12/30/2020,37207,123,1,two-shot
12/30/2020,37207,1,2,two-shot
12/30/2020,37208,70,1,two-shot
12/30/2020,37209,195,1,two-shot
12/30/2020,37210,120,1,two-shot
12/30/2020,37211,276,1,two-shot
12/30/2020,37212,82,1,two-shot
12/30/2020,37213,1,1,two-shot
12/30/2020,37214,92,1,two-shot
12/30/2020,37215,97,1,two-shot
12/30/2020,37215,1,2,two-shot
12/30/2020,37216,55,1,two-shot
12/30/2020,37217,70,1,two-shot
12/30/2020,37218,32,1,two-shot
12/30/2020,37219,7,1,two-shot
12/30/2020,37220,26,1,two-shot
12/30/2020,37221,224,1,two-shot
12/30/2020,37221,1,2,two-shot
12/30/2020,37228,7,1,two-shot
12/30/2020,,18,1,two-shot
12/30/2020,,1,2,two-shot
12/31/2020,37013,70,1,two-shot
12/31/2020,37072,40,1,two-shot
12/31/2020,37076,43,1,two-shot
12/31/2020,37080,3,1,two-shot
12/31/2020,37115,35,1,two-shot
12/31/2020,37115,1,2,two-shot
12/31/2020,37138,32,1,two-shot
12/31/2020,37189,3,1,two-shot
12/31/2020,37203,53,1,two-shot
12/31/2020,37204,36,1,two-shot
12/31/2020,37205,42,1,two-shot
12/31/2020,37206,39,1,two-shot
12/31/2020,37206,1,2,two-shot
12/31/2020,37207,51,1,two-shot
12/31/2020,37208,26,1,two-shot
12/31/2020,37209,99,1,two-shot
12/31/2020,37209,1,2,two-shot
12/31/2020,37210,16,1,two-shot
12/31/2020,37211,74,1,two-shot
12/31/2020,37212,54,1,two-shot
12/31/2020,37213,1,1,two-shot
12/31/2020,37214,39,1,two-shot
12/31/2020,37215,35,1,two-shot
12/31/2020,37216,45,1,two-shot
12/31/2020,37217,17,1,two-shot
12/31/2020,37218,13,1,two-shot
12/31/2020,37219,6,1,two-shot
12/31/2020,37220,14,1,two-shot
12/31/2020,37221,96,1,two-shot
12/31/2020,37228,1,1,two-shot
12/31/2020,,6,1,two-shot
1/1/2021,37013,8,1,two-shot
1/1/2021,37072,6,1,two-shot
1/1/2021,37072,1,2,two-shot
1/1/2021,37076,9,1,two-shot
1/1/2021,37076,6,2,two-shot
1/1/2021,37080,2,1,two-shot
1/1/2021,37115,2,1,two-shot
1/1/2021,37138,5,1,two-shot
1/1/2021,37189,1,1,two-shot
1/1/2021,37189,1,2,two-shot
1/1/2021,37203,1,1,two-shot
1/1/2021,37203,1,2,two-shot
1/1/2021,37204,3,1,two-shot
1/1/2021,37204,1,2,two-shot
1/1/2021,37205,21,1,two-shot
1/1/2021,37205,4,2,two-shot
1/1/2021,37206,4,1,two-shot
1/1/2021,37206,1,2,two-shot
1/1/2021,37207,11,1,two-shot
1/1/2021,37207,2,2,two-shot
1/1/2021,37208,1,1,two-shot
1/1/2021,37208,1,2,two-shot
1/1/2021,37209,8,1,two-shot
1/1/2021,37209,3,2,two-shot
1/1/2021,37210,1,1,two-shot
1/1/2021,37211,7,1,two-shot
1/1/2021,37211,2,2,two-shot
1/1/2021,37212,6,1,two-shot
1/1/2021,37212,1,2,two-shot
1/1/2021,37214,11,1,two-shot
1/1/2021,37215,25,1,two-shot
1/1/2021,37215,3,2,two-shot
1/1/2021,37216,5,1,two-shot
1/1/2021,37216,2,2,two-shot
1/1/2021,37217,5,1,two-shot
1/1/2021,37218,2,1,two-shot
1/1/2021,37219,1,1,two-shot
1/1/2021,37220,4,1,two-shot
1/1/2021,37221,20,1,two-shot
1/1/2021,37221,6,2,two-shot
1/2/2021,37013,69,1,two-shot
1/2/2021,37027,3,1,two-shot
1/2/2021,37072,62,1,two-shot
1/2/2021,37076,55,1,two-shot
1/2/2021,37080,8,1,two-shot
1/2/2021,37115,43,1,two-shot
1/2/2021,37115,1,2,two-shot
1/2/2021,37138,40,1,two-shot
1/2/2021,37189,3,1,two-shot
1/2/2021,37201,1,1,two-shot
1/2/2021,37203,80,1,two-shot
1/2/2021,37204,50,1,two-shot
1/2/2021,37205,77,1,two-shot
1/2/2021,37206,66,1,two-shot
1/2/2021,37207,32,1,two-shot
1/2/2021,37208,24,1,two-shot
1/2/2021,37209,119,1,two-shot
1/2/2021,37210,23,1,two-shot
1/2/2021,37211,96,1,two-shot
1/2/2021,37212,82,1,two-shot
1/2/2021,37214,40,1,two-shot
1/2/2021,37215,87,1,two-shot
1/2/2021,37215,2,2,two-shot
1/2/2021,37216,31,1,two-shot
1/2/2021,37217,21,1,two-shot
1/2/2021,37218,17,1,two-shot
1/2/2021,37219,6,1,two-shot
1/2/2021,37220,25,1,two-shot
1/2/2021,37221,112,1,two-shot
1/2/2021,37228,6,1,two-shot
1/2/2021,,17,1,two-shot
1/2/2021,,1,2,two-shot
1/3/2021,37013,15,1,two-shot
1/3/2021,37072,8,1,two-shot
1/3/2021,37076,8,1,two-shot
1/3/2021,37080,1,1,two-shot
1/3/2021,37115,12,1,two-shot
1/3/2021,37138,3,1,two-shot
1/3/2021,37201,1,1,two-shot
1/3/2021,37203,26,1,two-shot
1/3/2021,37204,10,1,two-shot
1/3/2021,37205,18,1,two-shot
1/3/2021,37206,5,1,two-shot
1/3/2021,37207,7,1,two-shot
1/3/2021,37208,10,1,two-shot
1/3/2021,37209,50,1,two-shot
1/3/2021,37210,3,1,two-shot
1/3/2021,37211,25,1,two-shot
1/3/2021,37212,44,1,two-shot
1/3/2021,37213,1,1,two-shot
1/3/2021,37214,3,1,two-shot
1/3/2021,37215,17,1,two-shot
1/3/2021,37216,6,1,two-shot
1/3/2021,37217,2,1,two-shot
1/3/2021,37218,4,1,two-shot
1/3/2021,37219,2,1,two-shot
1/3/2021,37220,3,1,two-shot
1/3/2021,37221,28,1,two-shot
1/4/2021,37013,182,1,two-shot
1/4/2021,37072,47,1,two-shot
1/4/2021,37076,26,1,two-shot
1/4/2021,37080,11,1,two-shot
1/4/2021,37080,1,2,two-shot
1/4/2021,37115,21,1,two-shot
1/4/2021,37115,1,2,two-shot
1/4/2021,37138,37,1,two-shot
1/4/2021,37189,2,1,two-shot
1/4/2021,37201,2,1,two-shot
1/4/2021,37203,31,1,two-shot
1/4/2021,37204,35,1,two-shot
1/4/2021,37204,1,2,two-shot
1/4/2021,37205,146,1,two-shot
1/4/2021,37205,3,2,two-shot
1/4/2021,37206,42,1,two-shot
1/4/2021,37207,24,1,two-shot
1/4/2021,37208,16,1,two-shot
1/4/2021,37209,65,1,two-shot
1/4/2021,37209,1,2,two-shot
1/4/2021,37210,9,1,two-shot
1/4/2021,37211,59,1,two-shot
1/4/2021,37212,20,1,two-shot
1/4/2021,37214,33,1,two-shot
1/4/2021,37214,1,2,two-shot
1/4/2021,37215,55,1,two-shot
1/4/2021,37216,23,1,two-shot
1/4/2021,37217,18,1,two-shot
1/4/2021,37218,5,1,two-shot
1/4/2021,37219,6,1,two-shot
1/4/2021,37220,13,1,two-shot
1/4/2021,37220,1,2,two-shot
1/4/2021,37221,80,1,two-shot
1/4/2021,37221,1,2,two-shot
1/4/2021,37228,20,1,two-shot
1/4/2021,,7,1,two-shot
1/5/2021,37013,83,1,two-shot
1/5/2021,37013,15,2,two-shot
1/5/2021,37072,42,1,two-shot
1/5/2021,37072,2,2,two-shot
1/5/2021,37076,36,1,two-shot
1/5/2021,37076,6,2,two-shot
1/5/2021,37080,6,1,two-shot
1/5/2021,37080,1,2,two-shot
1/5/2021,37115,24,1,two-shot
1/5/2021,37115,2,2,two-shot
1/5/2021,37138,22,1,two-shot
1/5/2021,37138,2,2,two-shot
1/5/2021,37189,2,1,two-shot
1/5/2021,37189,2,2,two-shot
1/5/2021,37201,2,1,two-shot
1/5/2021,37203,47,1,two-shot
1/5/2021,37203,12,2,two-shot
1/5/2021,37204,16,1,two-shot
1/5/2021,37204,9,2,two-shot
1/5/2021,37205,128,1,two-shot
1/5/2021,37205,68,2,two-shot
1/5/2021,37206,21,1,two-shot
1/5/2021,37206,9,2,two-shot
1/5/2021,37207,18,1,two-shot
1/5/2021,37207,5,2,two-shot
1/5/2021,37208,26,1,two-shot
1/5/2021,37208,7,2,two-shot
1/5/2021,37209,49,1,two-shot
1/5/2021,37209,24,2,two-shot
1/5/2021,37210,10,1,two-shot
1/5/2021,37210,1,2,two-shot
1/5/2021,37211,45,1,two-shot
1/5/2021,37211,7,2,two-shot
1/5/2021,37212,43,1,two-shot
1/5/2021,37212,9,2,two-shot
1/5/2021,37214,37,1,two-shot
1/5/2021,37214,2,2,two-shot
1/5/2021,37215,26,1,two-shot
1/5/2021,37215,23,2,two-shot
1/5/2021,37216,13,1,two-shot
1/5/2021,37216,4,2,two-shot
1/5/2021,37217,19,1,two-shot
1/5/2021,37217,6,2,two-shot
1/5/2021,37218,17,1,two-shot
1/5/2021,37220,9,1,two-shot
1/5/2021,37220,5,2,two-shot
1/5/2021,37221,64,1,two-shot
1/5/2021,37221,19,2,two-shot
1/5/2021,37228,22,1,two-shot
1/5/2021,,5,1,two-shot
1/5/2021,,2,2,two-shot
1/6/2021,37013,69,1,two-shot
1/6/2021,37013,31,2,two-shot
1/6/2021,37072,92,1,two-shot
1/6/2021,37072,16,2,two-shot
1/6/2021,37076,35,1,two-shot
1/6/2021,37076,25,2,two-shot
1/6/2021,37080,7,1,two-shot
1/6/2021,37080,1,2,two-shot
1/6/2021,37115,30,1,two-shot
1/6/2021,37115,9,2,two-shot
1/6/2021,37138,31,1,two-shot
1/6/2021,37138,12,2,two-shot
1/6/2021,37189,4,1,two-shot
1/6/2021,37189,4,2,two-shot
1/6/2021,37201,1,1,two-shot
1/6/2021,37201,2,2,two-shot
1/6/2021,37203,41,1,two-shot
1/6/2021,37203,51,2,two-shot
1/6/2021,37204,30,1,two-shot
1/6/2021,37204,30,2,two-shot
1/6/2021,37205,165,1,two-shot
1/6/2021,37205,101,2,two-shot
1/6/2021,37206,30,1,two-shot
1/6/2021,37206,20,2,two-shot
1/6/2021,37207,32,1,two-shot
1/6/2021,37207,19,2,two-shot
1/6/2021,37208,19,1,two-shot
1/6/2021,37208,22,2,two-shot
1/6/2021,37209,66,1,two-shot
1/6/2021,37209,51,2,two-shot
1/6/2021,37210,11,1,two-shot
1/6/2021,37210,4,2,two-shot
1/6/2021,37211,71,1,two-shot
1/6/2021,37211,23,2,two-shot
1/6/2021,37212,31,1,two-shot
1/6/2021,37212,24,2,two-shot
1/6/2021,37213,1,1,two-shot
1/6/2021,37213,1,2,two-shot
1/6/2021,37214,39,1,two-shot
1/6/2021,37214,12,2,two-shot
1/6/2021,37215,87,1,two-shot
1/6/2021,37215,54,2,two-shot
1/6/2021,37216,23,1,two-shot
1/6/2021,37216,11,2,two-shot
1/6/2021,37217,25,1,two-shot
1/6/2021,37217,4,2,two-shot
1/6/2021,37218,14,1,two-shot
1/6/2021,37218,3,2,two-shot
1/6/2021,37219,3,1,two-shot
1/6/2021,37219,1,2,two-shot
1/6/2021,37220,16,1,two-shot
1/6/2021,37220,8,2,two-shot
1/6/2021,37221,93,1,two-shot
1/6/2021,37221,64,2,two-shot
1/6/2021,37228,1,1,two-shot
